t,n,pos_rate,acc,precision,recall,f1,spec,tn,fp,fn,tp,model,split
0.01,877,0.500570125427594,0.5336374002280502,0.5183374083129584,0.9658314350797267,0.6746221161495625,0.10045662100456597,44,394,15,424,Baseline,external_calib
0.02,877,0.500570125427594,0.7149372862029647,0.6643478260869565,0.8701594533029613,0.7534516765285996,0.559360730593606,245,193,57,382,Baseline,external_calib
0.03,877,0.500570125427594,0.7947548460661346,0.7910112359550562,0.8018223234624146,0.7963800904977375,0.7876712328767105,345,93,87,352,Baseline,external_calib
0.04,877,0.500570125427594,0.82212086659065,0.8511166253101737,0.7813211845102506,0.8147268408551069,0.863013698630135,378,60,96,343,Baseline,external_calib
0.05,877,0.500570125427594,0.8232611174458381,0.8756613756613757,0.7539863325740319,0.8102815177478581,0.8926940639269385,391,47,108,331,Baseline,external_calib
0.060000000000000005,877,0.500570125427594,0.8175598631698974,0.8821917808219178,0.7334851936218679,0.8009950248756219,0.9018264840182627,395,43,117,322,Baseline,external_calib
0.06999999999999999,877,0.500570125427594,0.8164196123147093,0.8994252873563219,0.7129840546697038,0.795425667090216,0.9200913242009111,403,35,126,313,Baseline,external_calib
0.08,877,0.500570125427594,0.806157354618016,0.8967551622418879,0.6924829157175398,0.781491002570694,0.9200913242009111,403,35,135,304,Baseline,external_calib
0.09,877,0.500570125427594,0.8015963511972634,0.9027355623100304,0.6765375854214123,0.7734375,0.9269406392694042,406,32,142,297,Baseline,external_calib
0.09999999999999999,877,0.500570125427594,0.798175598631699,0.901840490797546,0.6697038724373576,0.7686274509803922,0.9269406392694042,406,32,145,294,Baseline,external_calib
0.11,877,0.500570125427594,0.8004561003420753,0.9125,0.6651480637813212,0.769433465085639,0.9360730593607284,410,28,147,292,Baseline,external_calib
0.12,877,0.500570125427594,0.8027366020524516,0.9208860759493671,0.662870159453303,0.7708609271523179,0.9429223744292216,413,25,148,291,Baseline,external_calib
0.13,877,0.500570125427594,0.8050171037628279,0.9267515923566879,0.662870159453303,0.7729083665338645,0.9474885844748836,415,23,148,291,Baseline,external_calib
0.14,877,0.500570125427594,0.8027366020524516,0.9262820512820513,0.6583143507972665,0.7696404793608522,0.9474885844748836,415,23,150,289,Baseline,external_calib
0.15000000000000002,877,0.500570125427594,0.8015963511972634,0.9288025889967637,0.6537585421412301,0.767379679144385,0.9497716894977146,416,22,152,287,Baseline,external_calib
0.16,877,0.500570125427594,0.8004561003420753,0.9313725490196079,0.6492027334851936,0.7651006711409396,0.9520547945205458,417,21,154,285,Baseline,external_calib
0.17,877,0.500570125427594,0.8015963511972634,0.9344262295081968,0.6492027334851936,0.7661290322580645,0.9543378995433768,418,20,154,285,Baseline,external_calib
0.18000000000000002,877,0.500570125427594,0.8004561003420753,0.9370860927152318,0.6446469248291572,0.7638326585695007,0.9566210045662078,419,19,156,283,Baseline,external_calib
0.19,877,0.500570125427594,0.8004561003420753,0.9370860927152318,0.6446469248291572,0.7638326585695007,0.9566210045662078,419,19,156,283,Baseline,external_calib
0.2,877,0.500570125427594,0.8004561003420753,0.9370860927152318,0.6446469248291572,0.7638326585695007,0.9566210045662078,419,19,156,283,Baseline,external_calib
0.21000000000000002,877,0.500570125427594,0.798175598631699,0.9366666666666666,0.6400911161731208,0.7604871447902571,0.9566210045662078,419,19,158,281,Baseline,external_calib
0.22,877,0.500570125427594,0.7958950969213227,0.9362416107382551,0.6355353075170843,0.757123473541384,0.9566210045662078,419,19,160,279,Baseline,external_calib
0.23,877,0.500570125427594,0.7936145952109465,0.9358108108108109,0.6309794988610479,0.7537414965986394,0.9566210045662078,419,19,162,277,Baseline,external_calib
0.24000000000000002,877,0.500570125427594,0.7924743443557583,0.9355932203389831,0.6287015945330297,0.7520435967302452,0.9566210045662078,419,19,163,276,Baseline,external_calib
0.25,877,0.500570125427594,0.7924743443557583,0.9355932203389831,0.6287015945330297,0.7520435967302452,0.9566210045662078,419,19,163,276,Baseline,external_calib
0.26,877,0.500570125427594,0.7924743443557583,0.9355932203389831,0.6287015945330297,0.7520435967302452,0.9566210045662078,419,19,163,276,Baseline,external_calib
0.27,877,0.500570125427594,0.7924743443557583,0.9415807560137457,0.6241457858769932,0.7506849315068493,0.96118721461187,421,17,165,274,Baseline,external_calib
0.28,877,0.500570125427594,0.7936145952109465,0.9448275862068966,0.6241457858769932,0.7517146776406035,0.963470319634701,422,16,165,274,Baseline,external_calib
0.29000000000000004,877,0.500570125427594,0.7924743443557583,0.9446366782006921,0.621867881548975,0.75,0.963470319634701,422,16,166,273,Baseline,external_calib
0.3,877,0.500570125427594,0.7913340935005702,0.9444444444444444,0.6195899772209568,0.7482806052269602,0.963470319634701,422,16,167,272,Baseline,external_calib
0.31,877,0.500570125427594,0.7913340935005702,0.9444444444444444,0.6195899772209568,0.7482806052269602,0.963470319634701,422,16,167,272,Baseline,external_calib
0.32,877,0.500570125427594,0.7867730900798175,0.9436619718309859,0.6104783599088838,0.7413554633471646,0.963470319634701,422,16,171,268,Baseline,external_calib
0.33,877,0.500570125427594,0.7867730900798175,0.9436619718309859,0.6104783599088838,0.7413554633471646,0.963470319634701,422,16,171,268,Baseline,external_calib
0.34,877,0.500570125427594,0.7867730900798175,0.9436619718309859,0.6104783599088838,0.7413554633471646,0.963470319634701,422,16,171,268,Baseline,external_calib
0.35000000000000003,877,0.500570125427594,0.7844925883694412,0.9432624113475178,0.6059225512528473,0.7378640776699029,0.963470319634701,422,16,173,266,Baseline,external_calib
0.36000000000000004,877,0.500570125427594,0.7833523375142531,0.9430604982206405,0.6036446469248291,0.7361111111111112,0.963470319634701,422,16,174,265,Baseline,external_calib
0.37,877,0.500570125427594,0.7844925883694412,0.9464285714285714,0.6036446469248291,0.7371349095966621,0.965753424657532,423,15,174,265,Baseline,external_calib
0.38,877,0.500570125427594,0.7844925883694412,0.9464285714285714,0.6036446469248291,0.7371349095966621,0.965753424657532,423,15,174,265,Baseline,external_calib
0.39,877,0.500570125427594,0.7844925883694412,0.9464285714285714,0.6036446469248291,0.7371349095966621,0.965753424657532,423,15,174,265,Baseline,external_calib
0.4,877,0.500570125427594,0.7844925883694412,0.9464285714285714,0.6036446469248291,0.7371349095966621,0.965753424657532,423,15,174,265,Baseline,external_calib
0.41000000000000003,877,0.500570125427594,0.7822120866590649,0.9460431654676259,0.5990888382687927,0.7336122733612274,0.965753424657532,423,15,176,263,Baseline,external_calib
0.42000000000000004,877,0.500570125427594,0.7810718358038768,0.9458483754512635,0.5968109339407744,0.7318435754189944,0.965753424657532,423,15,177,262,Baseline,external_calib
0.43,877,0.500570125427594,0.7799315849486887,0.9456521739130435,0.5945330296127562,0.73006993006993,0.965753424657532,423,15,178,261,Baseline,external_calib
0.44,877,0.500570125427594,0.7787913340935005,0.9454545454545454,0.592255125284738,0.7282913165266106,0.965753424657532,423,15,179,260,Baseline,external_calib
0.45,877,0.500570125427594,0.7776510832383124,0.9452554744525548,0.5899772209567198,0.726507713884993,0.965753424657532,423,15,180,259,Baseline,external_calib
0.46,877,0.500570125427594,0.7765108323831242,0.945054945054945,0.5876993166287016,0.7247191011235955,0.965753424657532,423,15,181,258,Baseline,external_calib
0.47000000000000003,877,0.500570125427594,0.7753705815279361,0.9448529411764706,0.5854214123006833,0.7229254571026723,0.965753424657532,423,15,182,257,Baseline,external_calib
0.48000000000000004,877,0.500570125427594,0.7753705815279361,0.9448529411764706,0.5854214123006833,0.7229254571026723,0.965753424657532,423,15,182,257,Baseline,external_calib
0.49,877,0.500570125427594,0.7730900798175598,0.9444444444444444,0.5808656036446469,0.7193229901269393,0.965753424657532,423,15,184,255,Baseline,external_calib
0.5,877,0.500570125427594,0.7730900798175598,0.9444444444444444,0.5808656036446469,0.7193229901269393,0.965753424657532,423,15,184,255,Baseline,external_calib
0.51,877,0.500570125427594,0.7730900798175598,0.9444444444444444,0.5808656036446469,0.7193229901269393,0.965753424657532,423,15,184,255,Baseline,external_calib
0.52,877,0.500570125427594,0.7730900798175598,0.9444444444444444,0.5808656036446469,0.7193229901269393,0.965753424657532,423,15,184,255,Baseline,external_calib
0.53,877,0.500570125427594,0.7719498289623717,0.9442379182156134,0.5785876993166287,0.7175141242937854,0.965753424657532,423,15,185,254,Baseline,external_calib
0.54,877,0.500570125427594,0.7719498289623717,0.9442379182156134,0.5785876993166287,0.7175141242937854,0.965753424657532,423,15,185,254,Baseline,external_calib
0.55,877,0.500570125427594,0.7708095781071835,0.9440298507462687,0.5763097949886105,0.7157001414427157,0.965753424657532,423,15,186,253,Baseline,external_calib
0.56,877,0.500570125427594,0.7708095781071835,0.9440298507462687,0.5763097949886105,0.7157001414427157,0.965753424657532,423,15,186,253,Baseline,external_calib
0.5700000000000001,877,0.500570125427594,0.7708095781071835,0.9440298507462687,0.5763097949886105,0.7157001414427157,0.965753424657532,423,15,186,253,Baseline,external_calib
0.5800000000000001,877,0.500570125427594,0.7685290763968073,0.943609022556391,0.571753986332574,0.7120567375886525,0.965753424657532,423,15,188,251,Baseline,external_calib
0.59,877,0.500570125427594,0.7685290763968073,0.943609022556391,0.571753986332574,0.7120567375886525,0.965753424657532,423,15,188,251,Baseline,external_calib
0.6,877,0.500570125427594,0.7685290763968073,0.943609022556391,0.571753986332574,0.7120567375886525,0.965753424657532,423,15,188,251,Baseline,external_calib
